,Gender,10percentage,12graduation,12percentage,CollegeTier,collegeGPA,CollegeCityTier,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,Salary
927,1,80,2008,90,2,71.8,1,2012,495,425,575,0.765673581,1.592,1.5928,0.8171,0.5323,0.0679,1,0,0,0,1300000
928,1,87.5,2008,96.5,2,79.1,0,2012,525,565,645,0.694479328,-0.2628,0.8518,-0.7068,-0.52527,-0.4455,1,0,0,0,390000
929,1,71.05,2008,69.07,2,58,1,2012,425,465,355,0.538386893,-0.4173,-0.7473,-0.4891,0.4148,-0.169,1,0,0,0,165000
930,0,81,2008,89,2,77.24,1,2012,435,365,475,0.308400583,0.3941,0.9688,0.0914,0.973,-0.6035,1,0,0,0,430000
931,1,91.4,2009,82.3,1,89.3,0,2013,485,535,735,0.694479328,-0.159,-0.2871,0.01,-0.3612,0.4805,1,0,0,0,630000
932,1,71,2010,61,2,66,0,2014,580,505,380,0.622642916,1.5644,1.3779,1.0859,-1.8824,0.2889,1,0,0,0,85000
933,1,85,2009,81,2,76.7,1,2013,455,530,440,0.622642916,1.7081,0.8784,1.7007,0.1459,0.8637,1,0,0,0,330000
934,0,75.6,2006,77,2,70.66,0,2011,505,404,524,0.535862819,0.6646,1.7488,0.2366,0.5323,0.6603,1,0,0,0,275000
935,1,70,2008,56.6,2,71.18,0,2012,205,555,470,0.635978756,-1.5765,0.3448,-0.6343,-0.2609,-0.2875,1,0,0,0,150000
937,0,84,2011,89.3,2,79,1,2015,500,375,520,0.356536488,1.4208,1.7109,1.2396,0.1459,0.6721,1,0,0,0,300000
938,0,84.2,2010,86.3,2,75.27,0,2014,430,545,645,0.978799293,-1.4517,-1.6191,-1.6807,-0.995,-2.5853,1,0,0,0,100000
939,1,87.8,2007,85.4,2,69.3,0,2011,555,615,715,0.694479328,0.6646,0.9688,0.9623,-1.1128,0.5024,1,0,0,0,365000
940,1,88.8,2010,94.6,2,80.6,1,2014,510,525,720,0.938399137,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608,1,0,0,0,305000
941,1,84,2008,83,2,74.5,1,2012,725,465,555,0.600057182,-0.4173,0.7348,-0.0537,-0.52527,-0.4455,1,0,0,0,450000
942,1,90.4,2008,65,2,80.3,1,2012,615,620,750,0.229481755,0.2782,-0.4353,-0.1988,0.7086,-0.7615,1,0,0,0,375000
943,1,77.63,2006,86.25,2,80.21,1,2010,475,385,505,0.81941653,0.51,0.5008,0.3817,-2.0529,-0.2875,1,0,0,0,1050000
944,1,74,2009,79.23,2,69,1,2013,345,485,590,0.563267824,-0.4463,-2.2851,-0.6048,2.1743,-2.7595,1,0,0,0,200000
945,1,87,2007,80,2,70,1,2011,685,555,554,0.824666401,0.9737,1.7488,0.9623,-2.1704,0.1864,1,0,0,0,320000
946,1,67,2009,63,2,62.9,0,2014,395,365,315,0.116552565,0.2782,0.8128,-0.1988,1.06113,-0.4455,1,0,0,0,120000
947,1,82,2009,79.6,2,64.8,0,2013,485,555,605,0.414337426,0.7027,0.8784,0.4711,-1.5021,0.0973,1,0,0,0,380000
948,1,86,2007,84,2,72,0,2011,325,345,575,0.0587928,-0.2628,0.5008,0.3817,-0.2902,-0.4455,1,0,0,0,240000
949,0,92.47,2009,75.5,2,73.81,1,2013,395,470,455,0.600057182,1.2772,0.5454,0.1637,-0.4879,-0.4776,1,0,0,0,350000
950,1,93,2008,97,2,77.8,0,2012,555,655,565,0.942116551,-0.5719,-0.3183,-0.9245,0.64983,-1.5513,1,0,0,0,405000
951,1,86.8,2010,84.75,2,80,0,2014,510,520,590,0.837620726,0.1282,1.3779,2.008,0.1459,1.6302,1,0,0,0,505000
952,0,93.44,2010,86,2,79.95,1,2014,745,545,500,0.88162007,0.8463,-0.1206,0.7785,-0.8682,0.0973,1,0,0,0,325000
953,1,87.2,2010,74,2,62.82,0,2014,520,485,500,0.895776502,-1.0208,0.7119,0.7785,0.0192,0.4805,1,0,0,0,200000
954,1,84.8,2008,89.2,2,72,0,2012,605,595,675,0.824666401,-1.3447,0.0328,-0.7794,2.1187,-0.9194,1,0,0,0,340000
955,1,68.33,2005,77.54,2,71.82,1,2010,505,635,625,0.124502074,-0.7264,-0.7473,0.2366,-0.0552,0.0284,1,0,0,0,160000
956,1,67.2,2007,60.8,2,71.02,0,2012,450,535,680,0.735795709,0.4155,-0.4536,-0.1437,-0.995,-1.0524,1,0,0,0,550000
957,0,83.4,2009,90.4,1,86.6,0,2013,485,585,650,0.824666401,0.1282,0.8784,-2.2954,-0.4879,-1.244,1,0,0,0,335000
958,1,89,2010,82.2,2,72.4,0,2014,450,510,575,0.622642916,0.8463,0.8784,1.7007,-1.1218,0.8637,1,0,0,0,420000
959,1,77,2007,64,2,70,0,2012,475,585,560,0.538386893,0.1282,0.5454,0.7785,-0.4879,0.6721,1,0,0,0,315000
960,0,82.2,2008,77,2,91.2,0,2012,524,555,405,0.414337426,-0.7264,-0.6693,-0.8157,-0.05527,-0.4455,1,0,0,0,400000
961,1,79.16,2004,77.4,2,62.4,0,2010,505,635,525,0.765673581,-2.1175,0.1498,0.8171,-0.17277,-0.9194,1,0,0,0,2000000
962,1,86,2009,88,2,77.75,0,2013,675,665,575,0.535862819,1.5644,1.2114,-0.6048,-0.3612,0.0973,1,0,0,0,310000
963,1,72,2006,67,2,59.8,1,2009,525,505,445,0.538386893,0.51,0.3448,1.1074,0.4148,0.1864,1,0,0,0,150000
964,0,96,2005,92,2,80,1,2009,315,475,565,0.694479328,-1.3447,-0.7473,-1.5051,1.1199,-1.3539,1,0,0,0,300000
965,1,85.33,2010,89.7,2,74.3,1,2014,605,500,595,0.356536488,-1.1644,0.7119,0.7785,-1.7556,0.2889,1,0,0,0,335000
966,1,76.8,2008,67.2,2,60.08,0,2012,525,365,565,0.635978756,0.0464,0.1498,-0.1626,0.5323,-0.4455,1,0,0,0,350000
967,1,77,2007,73.4,2,77.07,1,2012,355,455,515,0.563267824,-0.881,-1.5273,-1.0697,0.40413,-1.5513,1,0,0,0,380000
968,1,60,2009,55,2,52,1,2014,360,470,440,0.053160305,-0.3027,-0.6201,-0.4511,-0.4879,-1.0524,1,0,0,0,150000
969,1,91.4,2010,87.8,2,77,0,2015,525,460,510,0.649389715,-2.1698,0.5454,-0.1437,0.1459,-0.2859,1,0,0,0,330000
970,1,87.4,2008,81.2,2,75,0,2013,465,655,575,0.714529363,-0.5719,0.8128,0.5269,1.2374,-0.643,1,0,0,0,350000
971,1,73,2007,63,2,67.69,0,2012,515,575,575,0.824666401,-1.3447,-0.1232,-2.2308,0.3561,0.3444,1,0,0,0,140000
972,1,84.8,2009,84.6,2,80.8,1,2013,625,585,795,0.911395278,0.2718,0.3789,0.9322,-0.1076,-1.4356,1,0,0,0,515000
973,0,78,2008,80,2,78,0,2012,495,495,435,0.635978756,-1.1901,1.1248,-0.1988,2.1774,0.6603,1,0,0,0,200000
974,1,73,2008,83,2,64,1,2012,475,335,345,0.377551419,-0.4173,0.0328,-0.344,0.5323,-0.7615,1,0,0,0,230000
975,1,86.4,2009,86.2,2,81.4,1,2014,720,630,750,0.338786347,1.2772,1.0449,0.7785,-1.2486,0.6721,1,0,0,0,325000
976,1,85.4,2010,67.8,2,82.67,0,2014,695,535,485,0.622642916,-2.0262,0.0459,0.4711,-0.995,0.2889,1,0,0,0,350000
977,0,78.6,2009,66.6,2,74.3,0,2013,345,440,545,0.635978756,-1.308,-0.9531,-0.2974,1.1601,-1.0524,1,0,0,0,105000
978,1,80.42,2010,65.16,2,74,0,2014,710,480,535,0.144789889,1.4208,0.8784,0.7785,-0.1076,0.2889,1,0,0,0,275000
979,1,58,2008,65,2,69.8,0,2012,445,385,405,0.704090412,1.9011,1.6708,1.4702,-0.2902,0.9763,1,0,0,0,260000
980,1,84.5,2009,74,2,79.8,1,2013,535,590,605,0.338786347,0.5591,-0.1206,0.6248,0.9066,-0.6692,1,0,0,0,300000
981,0,91.3,2009,90.7,2,71.65,1,2013,525,520,450,0.20739217,1.1336,0.2124,1.0859,-0.7415,-0.0943,1,0,0,0,175000
982,1,82.33,2009,84,2,68.6,0,2013,605,595,720,0.942116551,-0.8772,0.0459,0.4711,1.4136,0.6721,1,0,0,0,350000
983,1,71,2007,69,2,64.28,0,2012,500,460,545,0.943272158,-0.4463,0.2124,0.01,-0.6147,1.0554,1,0,0,0,200000
984,0,78,2006,53,2,65,0,2011,475,485,525,0.600057182,0.6646,0.8128,-0.344,-0.2902,0.1864,1,0,0,0,275000
985,0,83.3,2007,80.1,2,63.5,1,2011,485,315,405,0.488347977,0.6646,0.9688,1.4267,0.8457,1.3976,1,0,0,0,395000
986,1,78.25,2009,74.6,2,78.6,1,2013,720,450,590,0.864685413,-0.8772,0.7119,0.4711,-0.1076,0.6721,1,0,0,0,520000
987,1,81,2006,61,2,67.5,0,2011,445,465,475,0.563267824,-0.5719,-0.5913,0.8171,0.2973,-0.1295,1,0,0,0,80000
989,0,95.52,2009,94.33,2,83.63,1,2013,580,620,620,0.968237496,0.2718,1.0449,0.1637,-0.6147,0.6721,1,0,0,0,275000
991,0,86.6,2009,78.8,2,72.8,0,2013,735,505,450,0.279258512,-0.0154,-0.6201,-0.6048,-0.6147,-0.6692,1,0,0,0,240000
992,1,63,2008,61,2,70.64,0,2012,415,365,465,0.884122512,0.8192,1.4368,0.5269,-1.1128,0.0679,1,0,0,0,300000
993,1,70,2007,56,2,54,1,2013,615,580,405,0.842248322,-0.7335,0.8784,0.3174,-1.6289,-0.2859,1,0,0,0,340000
994,0,87.86,2008,74.67,2,62.33,1,2012,545,595,435,0.538386893,-0.1082,1.0858,-0.3803,-0.2902,0.5024,1,0,0,0,520000
995,1,84.8,2009,75,2,61.8,1,2013,640,460,455,0.304510914,-0.3027,0.8784,-0.2974,0.3995,0.2889,1,0,0,0,300000
996,0,68,2006,62,2,58.43,1,2011,495,475,445,0.538386893,-0.1082,-0.9033,-1.3599,0.7673,-0.4455,1,0,0,0,325000
997,1,89.4,2009,75.6,2,82.53,1,2013,590,610,635,0.840840969,0.8463,0.0459,0.7785,-1.8824,0.4805,1,0,0,0,475000
999,1,63,2008,62,2,79,1,2012,580,535,455,0.884122512,-0.2628,0.0328,-1.4688,1.9424,-1.3934,1,0,0,0,445000
1000,0,94.7,2006,94.7,2,67,1,2010,525,585,535,0.824666401,-0.7264,0.9688,-1.0697,0.5323,-0.1295,1,0,0,0,205000
1001,1,90.4,2010,78.2,2,87.8,1,2013,630,625,560,0.849802714,1.5644,1.5444,1.547,-2.5163,0.6721,1,0,0,0,340000
1002,0,83,2009,74,2,67,0,2013,605,585,590,0.704090412,1.5644,1.2114,1.547,-0.995,0.4805,1,0,0,0,240000
1003,1,89.5,2009,92.2,2,75.12,1,2013,545,580,795,0.942116551,0.1282,1.3779,1.3933,-2.136,1.0554,1,0,0,0,300000
1004,0,97.12,2007,90.33,2,82.84,1,2011,505,555,555,0.864685413,0.9737,0.3448,0.672,-0.5253,0.3444,1,0,0,0,510000
1005,1,79,2010,78,2,73,0,2014,485,610,575,0.493596387,-2.0262,0.3789,-1.2196,0.3995,0.6721,1,0,0,0,180000
1006,1,68.2,2010,60,2,72.23,0,2014,440,340,340,0.356536488,-2.1698,-0.1206,0.3174,-0.8682,-0.2859,1,0,0,0,145000
1007,1,71.2,2008,60.8,2,72.2,0,2012,485,525,515,0.843123727,-1.0355,-0.7863,-1.1422,-0.52527,-0.9194,1,0,0,0,410000
1008,1,75,2009,70,2,65,1,2014,640,565,465,0.622642916,-0.0154,0.3789,1.2396,0.5262,0.6721,1,0,0,0,315000
1009,1,93.94,2007,81.4,2,72.44,0,2011,635,605,535,0.960903087,0.2009,0.3448,0.2366,-1.3478,-0.2875,1,0,0,0,450000
1010,1,59.57,2007,55,2,88,0,2015,395,540,535,0.992259189,0.4155,-0.4536,-1.8344,-0.8682,-0.0943,0,0,1,0,145000
1011,0,86.3,2009,71.8,2,86.3,0,2013,535,485,595,0.493596387,0.2718,1.2114,0.4711,0.1459,1.0554,1,0,0,0,335000
1012,1,71,2007,62,2,70,0,2011,475,385,545,0.376059587,0.51,-0.4353,-0.344,0.2973,-0.1295,1,0,0,0,225000
1013,0,84.14,2007,73.61,1,76.09,1,2012,445,475,595,0.793580615,-1.8083,0.0328,-1.0697,-0.0552,-0.7615,1,0,0,0,200000
1014,1,80.53,2008,80.5,2,58.61,0,2013,645,795,675,0.983749967,-0.4463,1.3779,0.9322,-0.995,0.8637,1,0,0,0,350000
1015,1,73,2009,64,2,61,0,2014,430,370,450,0.557389506,0.1282,-0.9531,0.1637,0.653,0.2889,1,0,0,0,200000
1017,1,63.6,2010,53.6,2,60,0,2014,545,395,465,0.81941653,1.1336,1.2114,0.7785,-0.3612,0.6721,1,0,0,0,120000
1018,1,72.5,2004,72.4,2,77.43,0,2010,505,615,605,0.864685413,0.3555,-1.5273,0.8171,2.2949,0.6603,0,0,0,1,500000
1019,0,84,2008,79,2,75.99,0,2012,485,415,615,0.793580615,-0.4173,0.5008,0.5269,0.1798,-0.1295,1,0,0,0,385000
1020,1,66.16,2008,58.4,2,65.9,0,2013,575,505,565,0.81941653,1.9011,0.2668,0.3817,-0.9953,0.3444,1,0,0,0,320000
1021,1,81.6,2007,74.6,2,77.1,0,2012,455,565,404,0.901489571,-0.1082,0.8518,-0.1626,-0.7603,-0.2875,1,0,0,0,360000
1022,0,59,2007,69,2,74,0,2014,275,415,310,0.080055281,0.5591,0.2124,0.3174,0.5262,-0.2859,0,0,0,1,120000
1023,0,86.5,2008,63.4,2,68.89,1,2013,405,450,500,0.356536488,0.1282,-0.6201,-0.7585,-0.4879,0.0973,1,0,0,0,325000
1024,1,68,2008,61,2,55,0,2012,435,545,455,0.377551419,0.0464,1.2028,1.2525,0.8848,1.2923,1,0,0,0,240000
1025,1,72,2009,60,2,62.5,0,2013,560,370,370,0.649389715,0.2718,0.3789,0.1637,-0.8682,-0.6692,1,0,0,0,110000
1026,0,72,2010,60,2,72.5,0,2014,500,360,510,0.356536488,0.8463,1.7109,1.2396,-1.3753,1.4386,1,0,0,0,300000
1027,0,83.5,2009,83.8,2,71.7,1,2013,465,470,475,0.144789889,-0.0154,1.0449,-0.1437,-0.4879,0.8637,1,0,0,0,220000
1028,1,79.86,2008,78.86,2,74.44,0,2012,375,555,555,0.670743151,1.3215,0.3448,-0.4891,-1.2303,0.3444,1,0,0,0,415000
1029,0,93.5,2008,95.3,2,92.3,0,2012,415,575,405,0.987207086,-0.5719,1.0858,-0.9245,0.06223,0.1864,1,0,0,0,300000
1030,1,62.5,2007,68,2,74,0,2011,395,285,475,0.995265706,-0.1082,-0.5913,-0.1988,-0.0552,-0.2875,1,0,0,0,300000
1031,1,74.8,2009,68,2,69,0,2014,570,395,475,0.356536488,-0.0154,0.8784,-0.7585,0.3995,-0.4776,1,0,0,0,345000
1032,0,84,2006,86,2,64,1,2010,535,465,515,0.600057182,-1.8083,-0.2793,-0.344,-0.5253,-1.0774,1,0,0,0,515000
1033,1,57,2009,64,2,65.8,0,2013,485,495,575,0.976292561,-0.8772,-0.4536,0.6248,0.7798,-0.8608,1,0,0,0,120000
1034,1,73.2,2010,72,2,82.5,0,2014,640,625,585,0.88162007,-0.0154,0.3789,0.1637,-0.6147,-0.2859,1,0,0,0,400000
1035,1,60,2005,76.44,2,71.22,0,2009,455,535,555,0.952245573,-1.1901,-0.4353,0.8171,0.8848,0.6603,1,0,0,0,860000
1036,1,71.4,2008,78.66,2,68,0,2012,385,405,465,0.563267824,0.8192,-0.7473,-0.0537,-0.7603,0.3049,1,0,0,0,100000
1038,1,70.2,2005,75.6,1,68.93,1,2009,415,525,615,0.635978756,-1.3447,-1.0593,-1.3599,0.8848,-0.9194,1,0,0,0,800000
1039,0,61,2010,61,2,75,1,2014,455,510,500,0.952245573,0.2718,0.2124,0.3174,0.1459,-1.0524,1,0,0,0,325000
1040,1,80.93,2009,79.83,2,61.93,0,2012,385,445,275,0.563267824,1.3215,0.6568,0.672,-0.0846,-0.9194,1,0,0,0,480000
1041,0,82.7,2010,91,2,73,0,2014,490,435,560,0.080055281,0.4155,1.2114,0.4711,-0.4879,0.2889,1,0,0,0,320000
1042,1,82.3,2011,73.2,2,71.1,0,2015,545,520,390,0.725984148,-1.5953,-0.9531,-0.2974,-1.2486,-0.6692,1,0,0,0,145000
1043,1,79.29,2009,68.67,2,76,0,2013,545,505,595,0.356536488,0.2718,0.7119,0.3174,-0.1076,1.4386,1,0,0,0,360000
1044,1,90.4,2009,97.5,2,87.1,0,2012,555,625,595,0.0587928,0.9737,-0.5523,0.926,0.53233,0.1864,1,0,0,0,500000
1045,1,80.6,2009,80.7,2,72.5,0,2014,625,525,635,0.493596387,0.8463,0.8784,1.7007,-0.4879,0.0973,1,0,0,0,400000
1046,1,81.5,2007,72,2,75.1,1,2011,475,585,615,0.229481755,-0.7264,0.6568,-2.2308,-0.5253,0.0284,1,0,0,0,300000
1047,1,90.4,2010,82.6,2,75.8,0,2014,615,520,695,0.864685413,-0.7335,-0.9531,0.6248,0.0192,-1.8189,1,0,0,0,400000
1048,1,84,2010,77.4,2,72.3,0,2014,425,445,505,0.88162007,1.2828,0.1888,-1.3599,2.0599,-0.2875,1,0,0,0,200000
1049,0,93,2010,88,2,81.9,0,2014,650,620,765,0.911395278,0.2718,0.5454,-1.2196,-1.5021,-1.244,1,0,0,0,800000
1050,1,83,2004,76,2,77,0,2011,385,425,435,0.81941653,-1.1901,0.1888,0.9623,-0.1727,-0.7615,0,0,0,1,145000
1051,1,72,2006,71.6,2,62,0,2011,425,345,365,0.3423149,0.3555,0.5008,-0.344,-0.4078,-0.1295,1,0,0,0,180000
1052,0,86.6,2009,84.6,2,76.08,1,2013,570,580,705,0.996744487,-0.0154,0.2124,-1.527,-2.3895,-0.6692,1,0,0,0,370000
1053,1,79,2007,74,1,80,1,2012,535,585,705,0.979521744,1.0896,1.2808,-0.1988,-0.4371,0.0284,1,0,0,0,350000
1054,1,62.34,2008,62.26,2,58.35,1,2012,435,375,395,0.24545566,0.51,1.1248,0.5269,1.2374,0.8183,1,0,0,0,235000
1055,1,83.68,2010,84.5,2,72.3,1,2014,580,605,570,0.622642916,-1.308,-1.7856,-0.6048,1.0333,-2.5853,1,0,0,0,500000
1056,1,72,2009,61,2,66.5,1,2013,545,545,535,0.649389715,1.5644,1.0449,-1.527,-2.136,0.0973,1,0,0,0,300000
1057,1,70.66,2009,69.84,2,69,0,2014,310,410,695,0.144789889,-1.1644,-1.2861,0.6248,1.0333,-1.6273,1,0,0,0,125000
1058,1,76,2008,78.13,2,55.7,0,2012,475,615,675,0.864685413,0.9737,1.7488,-0.1988,-1.9354,-0.1295,1,0,0,0,500000
1059,1,60.1,2007,66.4,1,65.22,0,2014,490,455,345,0.23780284,1.7081,1.0449,0.9322,0.2727,1.247,1,0,0,0,325000
1060,0,77.38,2010,60.83,2,61,0,2014,440,315,295,0.144789889,0.1282,0.7119,-0.2974,0.653,-0.8608,1,0,0,0,50000
1061,1,88.4,2009,91.5,1,75.2,0,2013,605,485,650,0.229481755,1.1283,1.3198,-0.9245,-1.5828,0.6603,1,0,0,0,300000
1062,1,77.7,2010,77,2,67.32,0,2014,335,340,415,0.8295846,-1.0208,0.0459,0.7785,1.2869,0.6721,1,0,0,0,150000
1063,1,88.8,2009,84.3,2,83,0,2013,640,680,575,0.916869961,-0.3027,0.2124,-0.1437,0.0192,0.6721,1,0,0,0,240000
1064,1,49,2005,54,2,71,0,2011,455,305,355,0.377551419,0.8192,0.1888,-0.344,-0.7603,0.8183,0,0,0,1,250000
1065,1,68.83,2010,62,2,73.2,1,2015,290,385,405,0.842248322,1.2772,0.7119,1.547,-0.1076,1.0554,1,0,0,0,220000
1066,1,82,2006,65,2,66.39,0,2011,515,585,535,0.952245573,-0.5719,1.1248,0.8171,-0.9953,0.1864,0,0,0,1,300000
1067,1,85,2009,88.3,2,75.52,1,2013,545,655,445,0.338786347,-0.0154,-0.6201,-0.4511,-0.2344,-1.244,1,0,0,0,335000
1068,1,81,2009,81,2,78,0,2014,360,545,635,0.943272158,-0.0154,0.7119,1.547,-0.995,-0.8608,1,0,0,0,300000
1069,1,69,2006,51.3,2,72,0,2014,430,395,235,0.744758354,-0.0154,-1.2861,0.01,0.2727,-0.4776,1,0,0,0,110000
1071,1,94.43,2010,65.2,1,61.2,0,2014,780,505,510,0.842248322,0.5591,1.0449,1.3933,-1.2486,0.0973,1,0,0,0,330000
1072,1,85.53,2010,86,2,63.77,0,2014,510,530,560,0.911395278,-0.4463,-0.4536,-0.1437,-0.4879,-1.4356,1,0,0,0,400000
1073,1,88.09,2008,95.6,2,75.6,1,2012,445,625,495,0.694479328,0.9737,1.1248,-1.3599,-0.52527,-0.643,1,0,0,0,350000
1074,1,73.33,2008,57.67,1,55.55,1,2012,695,545,705,0.376059587,-1.6538,0.6568,-0.9245,1.3549,0.1864,1,0,0,0,305000
1075,1,84.8,2007,84,2,73.66,0,2011,465,505,595,0.942116551,-0.2628,0.6568,0.672,0.2973,-0.6035,1,0,0,0,350000
1076,1,78,2010,84,2,85.78,1,2014,325,435,545,0.842248322,-0.4463,0.2124,1.0859,0.2727,-0.6692,1,0,0,0,315000
1077,1,76,2010,70,2,68,0,2014,625,470,535,0.622642916,0.7027,0.3789,0.1637,-0.6147,-0.0943,1,0,0,0,330000
1078,1,83.33,2008,81.4,2,61.92,0,2012,425,405,495,0.124502074,0.6646,-2.3073,-0.344,1.5899,0.0679,1,0,0,0,150000
1079,1,76.7,2009,90.1,2,78,0,2013,570,555,545,0.744758354,0.2718,0.3789,0.3174,-0.4879,-0.8608,1,0,0,0,180000
1080,0,74.2,2008,65.6,2,68.66,0,2012,335,525,475,0.563267824,-1.3447,-1.5273,0.8171,-0.0552,-1.2354,1,0,0,0,350000
1081,1,73,2009,59,2,59,0,2014,420,385,400,0.356536488,-2.457,-0.7866,-2.1418,-1.2486,-1.6273,1,0,0,0,105000
1082,1,65.6,2010,63.2,2,75.9,0,2014,465,350,295,0.911395278,0.8463,0.7119,1.547,-1.2486,0.6721,1,0,0,0,180000
1083,0,70,2001,50,2,75.84,0,2011,355,425,355,0.694479328,-1.8083,0.3448,-1.3599,1.5899,1.2923,1,0,0,0,400000
1084,1,85.73,2008,70,2,56.5,0,2014,510,375,585,0.622642916,0.99,1.7109,1.0859,0.1459,0.8637,1,0,0,0,300000
1085,1,82,2008,91.5,2,81,1,2012,625,585,650,0.376059587,0.0464,0.0328,-0.7068,-0.1727,-0.2875,1,0,0,0,600000
1086,1,72.4,2005,67.9,2,80,1,2012,325,505,565,0.216785486,0.2009,-0.4353,0.926,0.06223,0.1864,0,0,0,1,210000
1087,0,89,2006,78,2,73.14,0,2011,545,485,544,0.884122512,0.51,0.5008,0.672,-0.43717,0.3444,1,0,0,0,310000
1088,1,67.7,2007,56.3,2,81.7,0,2013,360,565,570,0.911395278,-0.0154,-0.2871,-0.1437,-1.6289,-0.6692,1,0,0,0,450000
1089,0,84,2008,68,2,60,0,2012,615,545,515,0.124502074,-1.1128,0.1888,-0.344,1.41363,-1.2354,1,0,0,0,225000
1090,1,79.78,2007,64,2,56.43,1,2011,585,655,625,0.824666401,0.0464,0.8128,0.5269,-0.0552,-0.4455,1,0,0,0,280000
1091,0,87,2007,89,2,86.4,0,2011,525,615,615,0.793580615,0.51,-0.5913,-0.7794,-0.8778,-0.4455,1,0,0,0,520000
1092,1,88,2009,75,2,70,1,2013,595,625,585,0.622642916,-0.4463,0.2124,0.3174,-1.3753,-1.0524,1,0,0,0,350000
1093,1,74,2009,73,2,65.95,0,2015,420,375,430,0.649389715,0.2718,0.3789,1.3933,1.1601,0.8637,1,0,0,0,320000
1094,1,76,2009,67,2,64,1,2013,730,520,590,0.538386893,1.1336,1.3779,1.2396,1.1601,1.0554,1,0,0,0,325000
1095,1,72,2010,59.9,2,63,0,2014,440,450,395,0.991230625,-0.4463,0.3789,0.6248,1.5404,0.6721,1,0,0,0,120000
1097,0,84,2007,60,2,62.1,0,2011,404,425,405,0.276047228,0.3555,0.8128,0.5269,0.4148,0.9763,1,0,0,0,580000
1098,1,57,2010,70,2,68.88,0,2014,325,350,390,0.356536488,-0.8772,-3.4506,0.9322,1.6672,-1.244,1,0,0,0,180000
1099,0,87,2009,64,2,68,1,2013,535,580,260,0.486747008,-0.159,0.5454,0.6248,-0.1076,1.247,1,0,0,0,240000
1100,1,64,2009,65,2,58,0,2013,335,420,210,0.744758354,0.4155,-0.6201,0.1637,0.9066,0.6721,1,0,0,0,120000
1101,1,88.2,2008,82,2,78.5,0,2012,685,475,505,0.155908503,-0.4173,1.1248,0.672,-0.5253,-0.169,1,0,0,0,240000
1102,1,49,2007,75,2,65,0,2011,525,455,425,0.525922584,1.2828,0.8128,0.672,-1.7004,-0.2875,1,0,0,0,120000
1103,1,91.2,2010,95.2,2,76.2,0,2014,580,645,635,0.997642772,0.8463,0.7119,1.8543,-1.1218,0.2889,1,0,0,0,310000
1104,1,71,2008,62,2,73,0,2013,570,495,595,0.450876584,-0.5899,-0.4536,-0.6048,0.9066,-0.4776,1,0,0,0,345000
1106,0,81.3,2010,88.6,2,75.6,0,2014,535,530,520,0.356536488,0.5591,1.2114,0.6248,-0.6147,-0.6692,1,0,0,0,325000
1107,1,92.2,2008,82.2,1,76.33,1,2012,645,475,595,0.704090412,-0.0696,0.3448,-0.9245,0.0917,0.6603,1,0,0,0,310000
1108,1,73,2011,70,2,66.2,0,2015,395,580,505,0.887903317,0.5591,0.7119,0.1637,-1.7556,1.247,1,0,0,0,225000
1109,0,93,2009,94.9,2,84.6,0,2013,500,485,515,0.960903087,1.2772,1.2114,-0.6048,-0.8682,1.4386,1,0,0,0,240000
1110,1,80.2,2007,77.2,2,79,0,2011,695,445,585,0.910770164,0.0464,0.9688,1.2525,0.1798,0.1864,1,0,0,0,475000
1111,0,74.8,2008,64.4,2,73,1,2012,525,405,385,0.885703685,-0.1082,0.5008,-0.4891,-0.2902,-0.406,1,0,0,0,235000
1112,1,55.5,2007,52.5,2,72.8,0,2013,415,495,445,0.864685413,-0.3027,-0.6201,-0.1437,0.9066,-1.6273,0,0,0,1,200000
1113,1,85.8,2009,90.6,1,76.8,0,2013,625,715,645,0.994050872,-0.3027,0.8784,0.4711,-1.1218,1.0554,1,0,0,0,560000
1114,1,81.2,2008,75.4,1,74.1,0,2013,495,595,625,0.911395278,-1.0208,-1.1196,-0.6048,0.5262,0.2889,1,0,0,0,335000
1115,1,63,2009,64,2,72.4,0,2013,500,460,415,0.193768442,1.1336,0.7119,0.1637,-0.4879,-0.4776,1,0,0,0,105000
1116,0,79,2008,73,2,75,1,2013,685,535,605,0.356536488,1.7081,1.3779,1.2396,-1.2486,1.0554,1,0,0,0,100000
1117,0,79.37,2005,61.6,2,82,1,2014,395,605,585,0.124502074,-0.2628,0.8128,0.9623,-0.8778,0.3444,0,0,1,0,265000
1118,1,75.4,2010,67.6,2,62.7,0,2014,545,570,470,0.20739217,1.2772,0.0459,0.3174,-0.3612,-0.8608,1,0,0,0,380000
1119,1,85.5,2008,76.33,2,76.7,0,2013,485,460,590,0.694479328,1.2772,0.8784,-0.9122,-1.5021,0.0973,1,0,0,0,300000
1121,0,77.4,2009,81,2,77.8,0,2013,415,510,590,0.649389715,0.4155,-0.4536,-1.527,0.2727,-0.0943,1,0,0,0,280000
1122,1,78.6,2009,69.4,2,74.3,0,2014,420,445,510,0.486747008,1.4208,0.7119,-0.2974,-1.6289,-0.2859,1,0,0,0,350000
